title,type,category_s,data_source,department,Release_date,页面网址,文本,当前时间,category_f
"(즉시 보도자료) 소방청, 제4기 정책자문위원회 출범! 2024년 국민 체감 정책성과 창출 목표",보도자료,공공질서 및 안전 > 안전관리,"
									
									
									
					                                                    
                                    	                            
	                                    정책브리핑
                                        
                                            (KOREA.KR)
                                        
	                                
	                            ",소방청,2024-03-21,https://www.gov.kr/portal/gvrnPolicy/view/H2403000001069385?srchOrder=&pageIndex=70&policyType=G00301&streamYn=&blgCd=A00&slgCd=&srchBlgCd=A00&srchSlgCd=&srchOrgGroup=&srchOriginOrg=&srchPeriodOption=1years&srchStDtFmt=2024.02.21&srchEdDtFmt=2025.02.21&searchField=3&srchTxt=&srchTxt2=,"




					


                    
                    

                    
                    


                    
                    
                    
                    







                    


                     
						
                           	
                           	
                        	
                           	
                           	
                          	
                          	
                           	
                           	
                          	
						
                            소방청,？제4기 정책자문위원회 출범   2024년 국민 체감 정책성과 창출 목표    -？기획조정분과·119대응분과·화재예방분과·장비기술분과 등 각 분야별 외부전문가？60명 구성...21일 위촉식 갖고？2024년 본격 활동 시작 -？인재양성 혁신을 위한 인사·교육훈련·보직 연계 등 분과별 현안 토론  -？“기후위기 일상인 시대,？소방의 시대적 역할 매우 중요”？함께 고민할 것  소방청(청장 남화영)은？21일 정부세종청사 소방청 소강당에서？제4기 정책자문위원회 위촉식을 개최하고, 2024년 본격적인 활동을 시작했다고 밝혔다. ‘소방청 정책자문위원회’는？2017년？7월？26일？소방청이 개청 된 이후 소방정책의 지속적인 발전과 기반 마련에 도움이 될 수 있도록 같은 해？12월 최초 발족하였으며,？현재는 소방청 관·국별 기능에 따라？4개분과(기획조정분과, 119대응분과,？화재예방분과,？장비기술분과)로 구성되어 있다. 이날 위촉식에서는 각 분과별？학계,？연구소,？기업 등 다양한 분야에서 소방업무에 대한 풍부한 학식과 경험을 가진？외부 전문가？60명을 자문위원으로 위촉하였으며,？전체위원장(기획조정분과위원장 겸임)은 한경국립대학교 이원희 총장이 선임되었다. 119대응분과위원장에는？함승희 서울시립대학교 소방방재학 교수,？화재예방분과위원장에는？최돈묵 가천대학교 설비·소방공학 교수,？장비기술분과위원장에는？백창선 창창한(주)？연구소장이 선임되었다. 이번에 위촉된 정책자문위원들의 임기는？2년으로,？앞으로 미래 소방의 정체성을 함께 고민하고,？소방이 직면하고 있는 여러 과제들을 외부전문가의 경험과 시선으로 풀어나갈 계획이다. 특히 올해는 소방청 중요정책 전반에 참여하여 의견을 제시하고 국민이 체감하는 성과를 창출함으로써 정책의 완성도를 높이는 것을 목표로 삼아 위원회를 운영할 방침이다. 이날 전체회의에서는？`24년 소방청 주요업무를 공유하고,？이어진 분과회의에서는？△분과별 주요 소방정책？△소방공무원 교육훈련체계 개편 및 인사·교육훈련·보직 연계 방안(기획조정분과),？△재난유형별 현장대응체계 개선(119대응분과),？△소방안전관리자 역량강화 방안(화재예방분과),？△첨단소방장비 도입 방안(장비기술분과)？등？분과별 현안에 대해 토론했다. 남화영 소방청장은 환영사를 통해？“국민의 안전을 위해 소방청이 수립하는 정책들이 위원회의 제안과 조언을 적극 반영하여 보다 더 성숙하게 추진될 수 있도록 꾸준히 지원하고,？성과에 대한 분석을 정책에 반영하는 선순환 자문 기능을 활성화해 나가겠다”며 정책자문위원들의 적극적인 역할과 지지를 당부했다. 이원희 위원장은？“기후 위기가 일상이 된 시대에 소방의 역할은 그 어느때보다 중요하다”며, “새롭게 위촉된 위원은 신선한 목소리로,？연임된 위원들은 그간의 경험을 바탕으로 소방의 정책 발굴에 적극 동참하겠다”고 말했다. ？  담당 부서소방청책임자과 장황태연(044-205-7210)？기획재정담당관담당자소방위이호진(044-205-7213) 

						
						
					


                    
                    

						
						
						
		                
                        
                        
                            
                                	원문보기
                            
                        
                        
					",2025-02-21 11:22:02,经济
(보도자료) 화학사고 대응관서 제독제 신뢰성 평가,보도자료,공공질서 및 안전 > 안전관리,"
									
									
									
					                                                    
                                    	                            
	                                    정책브리핑
                                        
                                            (KOREA.KR)
                                        
	                                
	                            ",소방청,2024-03-21,https://www.gov.kr/portal/gvrnPolicy/view/H2403000001069384?srchOrder=&pageIndex=70&policyType=G00301&streamYn=&blgCd=A00&slgCd=&srchBlgCd=A00&srchSlgCd=&srchOrgGroup=&srchOriginOrg=&srchPeriodOption=1years&srchStDtFmt=2024.02.21&srchEdDtFmt=2025.02.21&searchField=3&srchTxt=&srchTxt2=,"




					


                    
                    

                    
                    


                    
                    
                    
                    







                    


                     
						
                           	
                           	
                        	
                           	
                           	
                          	
                          	
                           	
                           	
                          	
						
                            “화학사고시 안전사고 효율적인 대응·복구 방안 마련”   전국 화학사고 대응관서 보유 제독제 신뢰성 평가     -？국립소방연구원,？안전하고 효율적인 화학사고 대응·복구 위해 제독제 신뢰성 평가 -？중앙 및 지방 등 전국 소방관서 제독제 보유현황 조사 및 성분·성능 분석  -？평가결과 전국 배포...체계적인 제독제 운용 관리 방안 및 세부 지침 기반 마련 국립소방연구원(원장 김연상)은？화학사고 시 안전하고 효율적인 대응·복구를 위해？전국 화학사고 대응 소방관서가 보유하고 있는 제독제*에 대해？신뢰성 평가를 실시(`23년？4월？~ `23년？10월)하고,？그 결과를 전국의 소방관서에 배포한다고 밝혔다. *？인체 외부나 장비,？시설에 살포된 독성물질을 제거 또는 중화시키는 물질 2012년 경북 구미에서 발생한 불산 누출사고를 계기로,？소방청과 고용노동부,？산업통상자원부,？지자체 등 관계부처는 정부 협업조직으로 화학재난 합동방재센터(시흥·익산·구미·서산·여수·울산·충주)를 설치하여 운영하고 있으며,？이밖에 시도 소방본부에서도 특수 화학사고 발생시 신속한 출동 및 대응을 위해 화학사고 특수대응단을 운영하고 있다. 이러한？전국의 화학사고 대응부서는？특수 재난 시 발생하는 유독·유해물질을 제거하기 위해 화학·생물·방사능·인체·장비 분야 제독제를 보유·관리하고 있다. 국립소방연구원 보고서에 따르면？최근？3년간(2020~2022)？국내 화학사고는 총？688건으로？경기도에서 가장 많이 발생(158건)하였으며,？화학사고 이력물질은 수은(68건, 10%),？염화수소(63건, 9%),？암모니아(40건, 5%),？황산(30건, 4%)？등 순으로 나타났다. 화학사고 발생추이를 월별로 살펴보면？8월에 가장 많이 발생했으며,？이어？4월, 7월, 6·？9월 순으로 사고가 발생하는 것으로 나타났다. 이에 국립소방연구원은？전국의 화학사고 대응관서에서 보유 중인 제독제의 보유현황을 파악하고,？운용실태 및 사용상황 등을 효과적으로 개선하기 위해 신뢰성 평가를 실시하고,？그 결과를 바탕으로？체계적인 제독제 관리 기준을 마련하고자 하였다. 먼저,？분야별 제독제에 대하여？다양한 화학사고 대응에 적합한 지 여부를 평가하고,？제독제별 성분을 분석하여？장기간 보관시 제독 성능의 저하 여부 등에 대해 분석을 실시했다. 그 결과,？화학사고 대응관서에서는 다양한 종류의 제독제를 보유하고 있지만 이 중？1~2종의 제독제만으로도 화학사고 대응에는 지장이 없는 것으로 나타났으며,？대부분의 제독제？성분은 세제 등 생활용품에 널리 사용되는 계면활성제로？장기간 보관하더라도 제독 성능에는 지장이 없는 것으로 나타났다. 이같은 분석 결과는？제독제의 효과적인 운용방안 및 소방장비 세부기준을 마련하는데 필요한 정보를 제공할 것으로 보인다. 한동훈 소방정책연구실장은？“이번 실태조사 및 분석은 향후 화학사고 현장활동에 필요한 제독제를 선별하여？용도에 맞는 제독제를？효율적으로 보유･관리･사용하는데 도움을 줄 것”이라며, “이를 통해 현장의 대원들이 유독물질 오염에 대한 걱정 없이 현장활동에 집중할 수 있을 것으로 기대된다”고 말했다.  담당 부서국립소방연구원책임자실 장한동훈(041-559-0580)？소방정책연구실담당자소방경조철희(041-559-0585) 

						
						
					


                    
                    

						
						
						
		                
                        
                        
                            
                                	원문보기
                            
                        
                        
					",2025-02-21 11:22:06,经济
건설현장 불법행위 근절을 위한 정부합동 현장점검 3월 20일부터 시작(공동 보도자료),보도자료,공공질서 및 안전 > 경찰,"
									
									
									
					                                                    
                                    	                            
	                                    정책브리핑
                                        
                                            (KOREA.KR)
                                        
	                                
	                            ",경찰청,2024-03-20,https://www.gov.kr/portal/gvrnPolicy/view/H2403000001069009?srchOrder=&pageIndex=70&policyType=G00301&streamYn=&blgCd=A00&slgCd=&srchBlgCd=A00&srchSlgCd=&srchOrgGroup=&srchOriginOrg=&srchPeriodOption=1years&srchStDtFmt=2024.02.21&srchEdDtFmt=2025.02.21&searchField=3&srchTxt=&srchTxt2=,"




					


                    
                    

                    
                    


                    
                    
                        
                    
                    
                    







                    


                     
						
                           	
                           	
                        	
                           	
                           	
                          	
                          	
                           	
                           	
                          	
						
                            건설현장 불법행위 근절을 위한 정부합동 현장점검 3월 20일부터 시작(공동 보도자료) 관련 보도자료 내용입니다.

						
						
					


                    
                    

						
						
						
		                
                        
                        
                            
                                	원문보기
                            
                        
                        
					",2025-02-21 11:22:09,经济
(즉시 보도자료) 소방청 2050년을 향한 미래전략 만든다,보도자료,공공질서 및 안전 > 안전관리,"
									
									
									
					                                                    
                                    	                            
	                                    정책브리핑
                                        
                                            (KOREA.KR)
                                        
	                                
	                            ",소방청,2024-03-20,https://www.gov.kr/portal/gvrnPolicy/view/H2403000001069372?srchOrder=&pageIndex=70&policyType=G00301&streamYn=&blgCd=A00&slgCd=&srchBlgCd=A00&srchSlgCd=&srchOrgGroup=&srchOriginOrg=&srchPeriodOption=1years&srchStDtFmt=2024.02.21&srchEdDtFmt=2025.02.21&searchField=3&srchTxt=&srchTxt2=,"




					


                    
                    

                    
                    


                    
                    
                    
                    







                    


                     
						
                           	
                           	
                        	
                           	
                           	
                          	
                          	
                           	
                           	
                          	
						
                            소방청, 2050년을 향한 미래전략 만든다.  -？국내·외 전문가로 구성된‘2050？미래비전위원회’출범？-   -？사회,？기술,？환경,？인구변화에 따른 중장기적 관점의 전략과제 발굴 - 국내 전문가？16명,？국외 특별위원？5명 위촉해？‘2050？미래비전위원회’？구성   - 2050？미래비전을 통해 소방이 다가오는 미래를 여는 선도적 역할 수행   소방청(청장 남화영)은 다가오는？미래 변화에 선제적으로 대응하기 위한‘2050？소방 미래비전’수립에 착수한다고 밝혔다. 최근 우리 사회는 저출산,？초고령화 등？본격적인 인구절벽 시대에 돌입하면서？사회환경은 근본적인 변화에 직면했고,？인공지능·로봇 등 첨단기술은 나날이 발전하고 있어 이에 대비한？미래소방 전략의 수립이 필요한 시점이다. ‘2050？소방 미래비전’은 미래의 변화를 크게？사회,？기술,？환경,？인구등？4개 분야로 나누어？분야별 전문가가 참여해 미래사회 변화를 예측하고,？중장기적 관점에서？소방이 나아가야 할 방향을 제시하는 전략 이행안이다. 이에 소방청은 조직 내부의 시각을 벗어나？국민과 전문가의 시각에서？한 세대 앞을 멀리 내다보고 준비해야 할？방향과 추진전략 설정을 위해 학계 등 민간전문가로 구성된？「2050？소방 미래비전위원회」를 구성하고,？20일 오후 소방청(세종 정부청사)에서 위촉식을 가졌다. 미래비전위원회는？최천근 위원장(한성대학교 행정대학원장)을 중심으로？행정,？의학,？도시, AI,？기후 등？다양한 분야의？전문가？16명이 참여했으며,？각 분야？전문가들의 집단지성을 바탕으로？2050년 미래에 걸맞은 소방 정책의 방향성을 검토하고,？분야별 세부 전략과제를 최종 확정하는 역할을 맡게 된다. 아울러,？국외 특별위원*을 통해 주요국의 소방정책 동향 및 선진사례 등？다양한 해외 전문가 의견을 꾸준히 수렴해？세부 전략과제의 완성도？또한 높일 계획이다. *？사브리나 코헨(영국？West Sussex？최고지휘관),？파울로 알메이다(스페인？SEGANOSA？전문교관)？등 향후,？소방청은 올해 상반기까지 초안을 마련하고,？일선 소방공무원과 소방청 정책자문위원회 등 별도 의견수렴 과정을 거친 후？하반기 최종 전략 보고서를 발표할 예정이다. 이날 위촉식에서？최천근 위원장은？“미래사회가 어떻게 변할지 정확히 예견하기는 어렵지만,？미래에도？국민 안전을 위해 소방이 해야 할 과제를 찾는 것이 중요하다”고 말하며, “내실 있는 미래비전 수립을 위해？위원회가 큰 역할을 할 수 있도록 하겠다”라고 말했다. 한편,？남화영 소방청장은？“현재와 미래를 관통하는 도전적 과제를 중심으로？2050년까지 꾸준히 추진할 중장기 미래비전을 수립해 다가오는？미래를 여는 선도적 역할을 해나갈 것”이라고 밝혔다. ？ 담당 부서소방청책임자과 장송호영(044-205-7980)？미래인재기획단담당자소방령김인균(044-205-7981) 

						
						
					


                    
                    

						
						
						
		                
                        
                        
                            
                                	원문보기
                            
                        
                        
					",2025-02-21 11:22:12,经济
"법무부장관, 취임 후 첫 정책현장 방문",보도자료,공공질서 및 안전 > 법무 및 검찰,"
									
									
									
					                                                    
                                    	                            
	                                    정책브리핑
                                        
                                            (KOREA.KR)
                                        
	                                
	                            ",법무부,2024-03-20,https://www.gov.kr/portal/gvrnPolicy/view/H2403000001068959?srchOrder=&pageIndex=70&policyType=G00301&streamYn=&blgCd=A00&slgCd=&srchBlgCd=A00&srchSlgCd=&srchOrgGroup=&srchOriginOrg=&srchPeriodOption=1years&srchStDtFmt=2024.02.21&srchEdDtFmt=2025.02.21&searchField=3&srchTxt=&srchTxt2=,"




					


                    
                    

                    
                    


                    
                    
                    
                    







                    


                     
						
                           	
                           	
                        	
                           	
                           	
                          	
                          	
                           	
                           	
                          	
						
                            법무부장관, 취임 후 첫 정책현장 방문- 마약 중독 치료·재활 기관인 인천참사랑병원과 인천보호관찰소 방문 -□박성재 법무부장관은 취임 후 첫 정책현장 방문일정으로, 2024. 3. 20.(수) 인천참사랑병원(병원장 천영훈)과 인천보호관찰소(소장 문희갑)를 방문하였습니다. <상세내용 첨부파일 참조>

						
						
					


                    
                    

						
						
						
		                
                        
                        
                            
                                	원문보기
                            
                        
                        
					",2025-02-21 11:22:31,经济
"(보도자료) 소방공무원 채용, 올하반기부터 영어·한국사 검정시험 인정기간 확대",보도자료,공공질서 및 안전 > 안전관리,"
									
									
									
					                                                    
                                    	                            
	                                    정책브리핑
                                        
                                            (KOREA.KR)
                                        
	                                
	                            ",소방청,2024-03-20,https://www.gov.kr/portal/gvrnPolicy/view/H2403000001070969?srchOrder=&pageIndex=70&policyType=G00301&streamYn=&blgCd=A00&slgCd=&srchBlgCd=A00&srchSlgCd=&srchOrgGroup=&srchOriginOrg=&srchPeriodOption=1years&srchStDtFmt=2024.02.21&srchEdDtFmt=2025.02.21&searchField=3&srchTxt=&srchTxt2=,"




					


                    
                    

                    
                    


                    
                    
                    
                    







                    


                     
						
                           	
                           	
                        	
                           	
                           	
                          	
                          	
                           	
                           	
                          	
						
                            소방공무원 채용,？올 하반기부터    한국사·영어능력 검정시험 인정기간 확대     -？과목대체 검정시험 인정기간 확대？…？영어？3년？→？5년,？한국사？4년？→？유효기간 폐지-？소방경·소방위(신임소방위 공채)？영어능력검정시험 기준점수 정비(국가공무원？5·7급과 대등)-？효율적이고 공정한 채용 관리,？불공정 채용 피해구제 창구 마련 등 입법예고  소방공무원 채용？필기시험에서 한국사와 영어 과목을 대체하는？한국사·영어능력검정시험의 인정 유효기간이 확대된다. 소방청(청장 남화영)은 이 같은 내용의？「소방공무원임용령」(대통령령)？및？「소방공무원임용령 시행규칙」(행정안전부령)？일부개정안을 입법예고？한다고？20일 밝혔다. 이달？20일부터？4월？29일까지의 입법예고 기간(40일)을 통해？국민의견을？수렴한 뒤？개정되며,？주요내용은？▲？검정시험의 인정 유효기간 확대？▲？소방경·소방위 공채 영어능력검정시험 기준점수 상향 등이다. 먼저,？소방공무원 채용시험에서 영어 과목을 대체하는 토익(TOEIC)？등？각종？영어능력검정시험*의 성적 인정기간이 기존？3년에서？5년으로 확대되며,？한국사 과목을 대체하는？한국사능력검정시험의 성적 유효기간은 기존？4년에서 유효기간을 폐지하는 것으로 변경한다. *？토익(TOEIC),？토플(TOEFL),？텝스(TEPS),？지텔프(G-TELP),？플렉스(FLEX),？토셀(TOSEL) 또한 자격증 등 소지자 가점과 관련하여？한국어 및 외국어능력검정시험의？가점 인정 기간도 기존？2년에서？5년으로？확대한다. 소방경·소방위(신임소방위 공채)로 채용하는 시험에서는 영어 과목을？대체하는？영어능력검정시험의 기준점수를？5·7급 국가공무원 공개경쟁채용시험에서 정하는 영어능력검정시험의 기준점수와 대등하게？채용요건을？정비할 예정이다. 검정시험의 인정 유효기간 확대는 올해 하반기 채용시험부터,？영어능력검정시험 기준 점수 상향은？2025년 하반기에 실시되는 채용시험부터？적용될 전망이다. 그 밖에 입법예고에는 채용시험 과정의 효율적이고 공정한 관리를 위하여？시험공동관리위원회를 구성·운영하고 불공정 채용 피해구제를 위해？채용비위심의위원회를 설치·운영하며 항공 분야 정비사의 채용시험 응시자격 요건을 완화하는 등의 내용을 담고 있다. 소방청 관계자는？“이번 법령 개정은 소방공무원 채용시험을？준비하는 수험생의 부담을 덜어주는 한편,？사회적 비용을 줄이는？효과가 있을 것으로 기대된다”고 말했다.  담당 부서소방청책임자과 장신희범(044-205-7280)？교육훈련담당관담당자소방경이승준(044-205-7288) 

						
						
					


                    
                    

						
						
						
		                
                        
                        
                            
                                	원문보기
                            
                        
                        
					",2025-02-21 11:22:35,经济
"(즉시 보도자료) 화재로부터 안전한 나라, 소방청과 규제개혁위원회가 함께합니다.",보도자료,공공질서 및 안전 > 안전관리,"
									
									
									
					                                                    
                                    	                            
	                                    정책브리핑
                                        
                                            (KOREA.KR)
                                        
	                                
	                            ",소방청,2024-03-19,https://www.gov.kr/portal/gvrnPolicy/view/H2403000001069381?srchOrder=&pageIndex=70&policyType=G00301&streamYn=&blgCd=A00&slgCd=&srchBlgCd=A00&srchSlgCd=&srchOrgGroup=&srchOriginOrg=&srchPeriodOption=1years&srchStDtFmt=2024.02.21&srchEdDtFmt=2025.02.21&searchField=3&srchTxt=&srchTxt2=,"




					


                    
                    

                    
                    


                    
                    
                    
                    







                    


                     
						
                           	
                           	
                        	
                           	
                           	
                          	
                          	
                           	
                           	
                          	
						
                            화재로부터 안전한 대한민국   소방청과 규제개혁위원회가 함께합니다    -？규제개혁위원회 윤명오 행정사회분과위원장, 19일 한국소방산업기술원 방문  -？우수한 소방용품의 품질확보,？소방산업 진흥·발전을 위한 기반 조성에 한뜻  대통령 소속？규제개혁위원회 윤명오 행정사회분과위원장은？3월？19일(화)？14:00？경기도 용인시 소재？한국소방산업기술원(원장 김창진)을 방문했다. 한국소방산업기술원은 소방산업의 진흥과 발전을 위해？1977년？6월？｢소방산업의 진흥에 관한 법률｣(제14조)에 의해 설립되었으며,？△소방용품 품질 인증？△소방 기계·시설 안전에 관한 조사·연구？△소방산업 전문인력 양성 등의 기능을 수행하고 있다. ？ 소방용품의 품질 확보를 위해？매년？1,000여 건의 인증을 실시하고 있으며,？소방산업의 기반조성 및 창업지원,？국제협력 등 해외진출 지원을 통해？우리나라？소방산업 진흥 및 기술발전을 위한？중추적인 역할을 수행하고 있다. 이날 방문은？소방용품 인증？시험시설을 점검하고？관계자들을 격려하는？한편,？인증제도 개선을 위해？현장의 의견을 듣기 위한？것으로？국무조정실과 소방청,？소방청 자체규제심사위원(정석환 세종사이버대 교수)？등이 함께 했다. ？ *？참석？:？국무조정실 규제심사관리관 및 사회심사2팀장,？소방청 소방산업과장,？정석환 소방청 자체규제심사위원,？김창진 소방산업기술원장 등 소방산업 분야는？영세한？기업들이 많아？체계적인 육성과 지원이 필요한 상황이다.？이에 화재로부터？국민의 생명･재산을 보호하고？소방기술의 발전을 유도하기 위해서는？소방용품 인증제도의 효과적인 운영이 중요하다. ？ 소방산업기술원을 찾은？윤명오 분과위원장은 먼저,？수신기 시험실,？공기질 분석실,？소화 시험장？등？한국소방산업기술원의？각종 인증 시험시설을 둘러보고,？화재 예방 및 진압？기술･장비 수준을 향상시키기 위한？현장 전문가의 의견을 들었다. ？ 이어서？참석자들과의？간담회를 통해 소방산업기술원의 업무 현황을 보고 받고？소방기술 발전과 소방산업 육성 및 인증제도 개선을 위한 방안에 대해 논의했다 ？ 윤 분과위원장은？“소방산업기술원은 화재로부터？국민의 생명을 지키는 방패로？그？역할이 너무나 중요”하다며？사명감을 갖고 소방기술과 산업 발전을 위해 지속적으로 노력해 달라고 당부했다. ？ 또한, “인증제도는 현장과 늘 호흡을 함께 해야？실효성이 있다”고 강조하고,？우수한 소방기기･장비의 유통과 성능 제고를 위해？국제동향과 우리 기업의 목소리에 항상 눈과 귀를 열어 달라고 주문했다. ？ 앞으로도？규제개혁위원회와 국무조정실은？주요 규제 현장과의 소통을 이어가며？불필요한 규제를 발굴･개선하고,？정부 부처 법령에 대한？규제심사 과정에서 현장의 목소리를 반영할 계획이다. ？ 특히,？윤 분과위원장은？“안전규제라 해도,？시대에 맞지 않고 새로운 기술의 적용을 어렵게 하는？규제방식을 개선하는 것은 안전한 나라를 만드는 일”이라고 말하며,？규제혁신의 방향을？국민의 안전에 초점을 둘 것을 약속했다. ？  부 처 명국무조정실책임자팀 장전데레사(044-200-2444)담당 부서규제조정실？규제심사관리관실담당자사무관이동빈(044-200-2445)부 처 명소방청책임자과 장김진욱(044-200-7500)담당 부서장비기술국 소방산업과담당자사무관조성욱(044-200-7510) 

						
						
					


                    
                    

						
						
						
		                
                        
                        
                            
                                	원문보기
                            
                        
                        
					",2025-02-21 11:22:39,经济
"새만금, 인문학 꽃 피운다... 간척 역사·문화 연구 협력",언론보도,지역개발 > 국토개발,"
									
									
									
					                                                    
                                    	                            
	                                    새만금개발청
                                        
	                                
	                            ",새만금개발청,2025-02-20,https://www.gov.kr/portal/gvrnPolicy/view/H2502000001141831?srchOrder=&pageIndex=1&policyType=G00301&streamYn=&blgCd=M00&slgCd=&srchBlgCd=M00&srchSlgCd=&srchOrgGroup=&srchOriginOrg=&srchPeriodOption=1years&srchStDtFmt=2024.02.21&srchEdDtFmt=2025.02.21&searchField=3&srchTxt=&srchTxt2=,"




					


                    
                    

                    
                    


                    
                    
                    
                    







                    


                     
						
                           	
                           	
                        	
                           	
                           	
                          	
                          	
                           	
                           	
                          	
						
                            새만금, 인문학 꽃 피운다... 간척 역사·문화 연구 협력- 국립새만금간척박물관, 전북대학교와 업무협약 체결 -□ 새만금개발청(청장 김경안)은 2월 20일 국립새만금간척박물관(관장 김항술)과 전북대학교 인문학연구소(소장 조대연)가 인문학 연구 및 교육 협력을 위한 업무협약을 체결했다고 밝혔다. ㅇ 이번 협약은 새만금의 간척과 국토개발의 전개 과정을 역사·문화, 사회·경제 등 다양한 측면에서 연구하고, 이를 통해 가치 확산과 인문학 대중화에 기여하고자 마련됐다.□ 협약을 통해 양 기관은 △국립간척박물관의 학술 조사‧연구, 전시, 교육프로그램과 △전북대학교 인문학연구소가 추진하고자 하는 <땅의 인문학>, △유형문화유산과 관련한 학문 교류와 인재 양성 등을 상호 협력하기로 했다.□ 국립새만금간척박물관은 이번 협약을 통해 간척의 역사·문화에 대한 인문학적 의미를 규명하는 학술·연구를 강화하고, 인간의 삶 속에서 지속 가능한 땅의 이용과 관리를 위한 방안을 모색하고자 한다. 더불어 미래세대와 지역민을 위한 전시, 교육, 학술대회 등 다양한 프로그램으로 확대할 예정이다.□ 김경안 새만금개발청장은 “박물관이 개관 후 벌써 방문객 수가 20만 명을 돌파 했다.“라면서 “이번 업무협약을 통해 새만금 개발의 인문학적 의미를 찾고, 이를 통해 국민들께서 새만금을 더 사랑해 주시는 계기가 되길 바란다.“라고 말했다.□ 김항술 국립새만금간척박물관장은 “이번 협약을 통해 간척사와 지역학 연구가 활발해지길 기대하며, 미래세대와 지역민들에게 그 가치가 확산될 수 있도록 노력해 나가겠다.”라고 밝혔다.

						
						
					


                    
                    

						
						
						
		                
                        
                        
                            
                                	원문보기
                            
                        
                        
					",2025-02-21 11:22:45,经济
"새만금청-한전, 새만금 산단 전력공급 확대에 ‘맞손’",언론보도,지역개발 > 국토개발,"
									
									
									
					                                                    
                                    	                            
	                                    새만금개발청
                                        
	                                
	                            ",새만금개발청,2025-02-20,https://www.gov.kr/portal/gvrnPolicy/view/H2502000001141830?srchOrder=&pageIndex=1&policyType=G00301&streamYn=&blgCd=M00&slgCd=&srchBlgCd=M00&srchSlgCd=&srchOrgGroup=&srchOriginOrg=&srchPeriodOption=1years&srchStDtFmt=2024.02.21&srchEdDtFmt=2025.02.21&searchField=3&srchTxt=&srchTxt2=,"




					


                    
                    

                    
                    


                    
                    
                    
                    







                    


                     
						
                           	
                           	
                        	
                           	
                           	
                          	
                          	
                           	
                           	
                          	
						
                            새만금청-한전, 새만금 산단 전력공급 확대에 ‘맞손’ - 새만금 산단 전력인프라 구축을 위한 업무협약 체결 -□ 새만금개발청(청장 김경안)은 2월 20일 새만금 국가산업단지(이하 산단) 기업들이 전력을 안정적으로 공급받을 수 있도록 한국전력공사(사장 김동철)와 ‘전력공급 확대’를 위한 업무협약을 체결했다고 밝혔다. ㅇ 이번 협약은 한국전력공사의 보조사업인 이차전지 특화단지 전력인프라 구축 사업을 조속히 진행하고, 전력공급 능력을 기존에 비해 500메가와트(MWh) 늘리는 것을 목표로 한다.  ㅇ 특히 기존의 이차전지 특화단지 전력인프라 구축 사업은 총사업비 510억 원(국비 255억 원, 한전 255억 원)으로 대규모 전력이 필요한 이차전지 업종에만 전력공급이 가능하였으나,  ㅇ 협약을 통해 이차전지 업종의 대규모 전력공급을 포함하여, 향후 조성될 새만금 산단 3, 7공구의 일반수요에도 충분한 전력을 공급할 수 있게 되었으며, 시설 확대에 따른 사업비 증가는 한국전력공사가 100% 부담하기로 했다.□양 기관은 상호 신뢰와 존중을 바탕으로 이번 사업을 추진함과 동시에 앞으로 새만금 산단에서의 전력공급 방안을 지속적으로 협의할 예정이다.□ 조홍남 새만금개발청 차장은 “업무협약을 계기로 양 기관이 긴밀하게협력하여 새만금에 입주하는 기업들이 보다 안정된 환경에서 기업 할 수 있도록 전력인프라 구축을 비롯해 다각적인 지원을 마련해 나가겠다.”라고 말했다. 

						
						
					


                    
                    

						
						
						
		                
                        
                        
                            
                                	원문보기
                            
                        
                        
					",2025-02-21 11:22:59,经济
"도로시설물, 기후변화 대응력 높인다!",보도자료,지역개발 > 기타,"
									
									
									
					                                                    
                                    	                            
	                                    정책브리핑
                                        
                                            (KOREA.KR)
                                        
	                                
	                            ",국토교통부,2025-02-20,https://www.gov.kr/portal/gvrnPolicy/view/H2502000001141692?srchOrder=&pageIndex=1&policyType=G00301&streamYn=&blgCd=M00&slgCd=&srchBlgCd=M00&srchSlgCd=&srchOrgGroup=&srchOriginOrg=&srchPeriodOption=1years&srchStDtFmt=2024.02.21&srchEdDtFmt=2025.02.21&searchField=3&srchTxt=&srchTxt2=,"




					


                    
                    

                    
                    


                    
                    
                        
                    
                    
                    







                    


                     
						
                           	
                           	
                        	
                           	
                           	
                          	
                          	
                           	
                           	
                          	
						
                            도로시설물, 기후변화 대응력 높인다! 관련 보도자료 내용입니다. 자세한 내용은 첨부파일을 참고하시기 바랍니다.

						
						
					


                    
                    

						
						
						
		                
                        
                        
                            
                                	원문보기
                            
                        
                        
					",2025-02-21 11:23:02,经济
